BatchA:

Corrupted Frame Report - Tue 17 Jun 14:01:09 CEST 2025
---------------------------------
1065_E_s1_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1080.84s
1065_E_s2_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1084.12s
1065_E_s3_rp_7.4kHz.mpg: 5 corrupted frames, duration: 2295.80s
1065_E_s4_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1620.84s
1065_E_s5_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1620.84s
1065_E_s6_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1625.04s
1065_E_s7_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1620.84s
1065_E_s8_rp_7.4kHz.mpg: 0 corrupted frames, duration: 904.96s
1065_E_s9_rp_7.4kHz.mpg: 0 corrupted frames, duration: 2280.72s
1079_E_s10_rp_12.4kHz.mpg: 0 corrupted frames, duration: 900.72s
1079_E_s1_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1080.88s
1079_E_s2_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1080.64s
1079_E_s3_rp_12.4kHz.mpg: 0 corrupted frames, duration: 2295.84s
1079_E_s4_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
1079_E_s5_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
1079_E_s6_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1624.32s
1079_E_s7_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1624.30s
1079_E_s8_rp_12.4kHz.mpg: 0 corrupted frames, duration: 900.72s
1079_E_s9_rp_12.4kHz.mpg: 0 corrupted frames, duration: 2280.76s
1080_E_s10_rm_7.4kHz.mpg: 0 corrupted frames, duration: 900.72s
1080_E_s1_rm_7.4kHz.mpg: 0 corrupted frames, duration: 1080.84s
1080_E_s2_rm_7.4kHz.mpg: 0 corrupted frames, duration: 1080.80s
1080_E_s3_rm_7.4kHz.mpg: 1 corrupted frames, duration: 2295.80s
1080_E_s4_rm_7.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
1080_E_s5_rm_7.4kHz.mpg: 0 corrupted frames, duration: 1625.04s
1080_E_s6_rm_7.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
1080_E_s7_rm_7.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
1080_E_s8_rm_7.4kHz.mpg: 0 corrupted frames, duration: 900.76s
1080_E_s9_rm_7.4kHz.mpg: 1 corrupted frames, duration: 2280.76s
842_E_s10_rm_7.4kHz.mpg: 0 corrupted frames, duration: 900.68s
842_E_s1_rm_7.4kHz.mpg: 0 corrupted frames, duration: 1085.04s
842_E_s2_rm_7.4kHz.mpg: 0 corrupted frames, duration: 1080.84s
842_E_s3_rm_7.4kHz.mpg: 0 corrupted frames, duration: 2295.80s
842_E_s4_rm_7.4kHz.mpg: 0 corrupted frames, duration: 1624.26s
842_E_s5_rm_7.4kHz.mpg: 0 corrupted frames, duration: 1620.84s
842_E_s6_rm_7.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
842_E_s7_rm_7.4kHz.mpg: 0 corrupted frames, duration: 1624.32s
842_E_s8_rm_7.4kHz.mpg: 0 corrupted frames, duration: 900.88s
842_E_s9_rm_7.4kHz.mpg: 1 corrupted frames, duration: 2280.72s
962_E_s10_rp_12.4kHz.mpg: 0 corrupted frames, duration: 900.72s
962_E_s1_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1080.88s
962_E_s2A_rp_7.4kHz.mpg: 0 corrupted frames, duration: 642.86s
962_E_s2B_rp_7.4kHz.mpg: 0 corrupted frames, duration: 600.04s
962_E_s3_rp_12.4kHz.mpg: 1 corrupted frames, duration: 2295.72s
962_E_s4_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
962_E_s5_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1625.20s
962_E_s6_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
962_E_s7_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.76s
962_E_s8_rp_12.4kHz.mpg: 0 corrupted frames, duration: 900.72s
962_E_s9_rp_12.4kHz.mpg: 1 corrupted frames, duration: 2280.80s
970_E_s10_rp_7.4kHz.mpg: 0 corrupted frames, duration: 900.72s
970_E_s1_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1080.64s
970_E_s2_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1080.88s
970_E_s3_rp_7.4kHz.mpg: 0 corrupted frames, duration: 2295.76s
970_E_s4_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1625.00s
970_E_s5_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1625.00s
970_E_s6_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1624.96s
970_E_s7_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
970_E_s8_rp_7.4kHz.mpg: 0 corrupted frames, duration: 900.72s
970_E_s9_rp_7.4kHz.mpg: 0 corrupted frames, duration: 2280.80s
971_E_s10_rp_12.4kHz.mpg: 0 corrupted frames, duration: 900.72s
971_E_s1_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1080.68s
971_E_s2_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1080.84s
971_E_s3_rp_12.4kHz.mpg: 1 corrupted frames, duration: 2295.76s
971_E_s4_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.84s
971_E_s5_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.76s
971_E_s6_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1623.36s
971_E_s7_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
971_E_s8_rp_12.4kHz.mpg: 0 corrupted frames, duration: 900.72s
971_E_s9_rp_12.4kHz.mpg: 0 corrupted frames, duration: 2280.68s


Batch F:

Corrupted Frame Report - Tue 17 Jun 20:02:11 CEST 2025
---------------------------------
1023_F_s10_rm_7.4kHz.mpg: 0 corrupted frames, duration: 900.72s
1023_F_s1_rm_7.4kHz.mpg: 0 corrupted frames, duration: 1085.00s
1023_F_s2_rm_7.4kHz.mpg: 0 corrupted frames, duration: 1080.64s
1023_F_s3_rm_7.4kHz.mpg: 0 corrupted frames, duration: 2295.80s
1023_F_s4_rm_7.4kHz.mpg: 0 corrupted frames, duration: 1620.84s
1023_F_s5_rm_7.4kHz.mpg: 0 corrupted frames, duration: 1620.76s
1023_F_s6_rm_7.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
1023_F_s7_rm_7.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
1023_F_s8_rm_7.4kHz.mpg: 0 corrupted frames, duration: 900.72s
1023_F_s9_rm_7.4kHz.mpg: 0 corrupted frames, duration: 2280.80s
1032_F_s10_rp_7.4kHz.mpg: 0 corrupted frames, duration: 900.76s
1032_F_s1_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1085.04s
1032_F_s2_rp_7.4kHz.mpg: 3 corrupted frames, duration: 1080.84s
1032_F_s3_rp_7.4kHz.mpg: 0 corrupted frames, duration: 2295.84s
1032_F_s4_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1624.32s
1032_F_s5_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1620.84s
1032_F_s6_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
1032_F_s7_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1620.84s
1032_F_s8_rp_7.4kHz.mpg: 0 corrupted frames, duration: 900.76s
1032_F_s9_rp_7.4kHz.mpg: 0 corrupted frames, duration: 2280.84s
1040_F_s10_rp_12.4kHz.mpg: 0 corrupted frames, duration: 900.72s
1040_F_s1_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1080.88s
1040_F_s2_rp_12.4kHz.mpg: 1 corrupted frames, duration: 1080.84s
1040_F_s3_rp_12.4kHz.mpg: 0 corrupted frames, duration: 2295.76s
1040_F_s4_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
1040_F_s5_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
1040_F_s6_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.84s
1040_F_s7_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.76s
1040_F_s8_rp_12.4kHz.mpg: 0 corrupted frames, duration: 900.72s
1040_F_s9_rp_12.4kHz.mpg: 0 corrupted frames, duration: 2280.80s
1049_F_s10_rp_12.4kHz.mpg: 0 corrupted frames, duration: 900.72s
1049_F_s1_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1080.84s
1049_F_s2_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1080.84s
1049_F_s3_rp_12.4kHz.mpg: 1 corrupted frames, duration: 2295.72s
1049_F_s4_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
1049_F_s5_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
1049_F_s6_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.76s
1049_F_s7_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
1049_F_s8_rp_12.4kHz.mpg: 0 corrupted frames, duration: 900.68s
1049_F_s9_rp_12.4kHz.mpg: 0 corrupted frames, duration: 2280.68s
1058_F_s10_rp_12.4kHz.mpg: 0 corrupted frames, duration: 900.72s
1058_F_s1_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1080.84s
1058_F_s2_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1080.84s
1058_F_s3_rp_12.4kHz.mpg: 0 corrupted frames, duration: 2295.80s
1058_F_s4_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
1058_F_s5_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1625.16s
1058_F_s6_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.84s
1058_F_s7_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
1058_F_s8_rp_12.4kHz.mpg: 0 corrupted frames, duration: 900.72s
1058_F_s9_rp_12.4kHz.mpg: 0 corrupted frames, duration: 2280.80s
1072_F_s10_rp_7.4kHz.mpg: 0 corrupted frames, duration: 900.72s
1072_F_s1_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1080.64s
1072_F_s2_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1080.64s
1072_F_s3_rp_7.4kHz.mpg: 0 corrupted frames, duration: 2295.76s
1072_F_s4_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1624.96s
1072_F_s5_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
1072_F_s6_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
1072_F_s7_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1620.76s
1072_F_s8_rp_7.4kHz.mpg: 0 corrupted frames, duration: 900.68s
1072_F_s9_rp_7.4kHz.mpg: 0 corrupted frames, duration: 2280.76s
931_F_s10_rp_12.4kHz.mpg: 0 corrupted frames, duration: 900.72s
931_F_s1_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1080.64s
931_F_s2_rp_12.4kHz.mpg: 1 corrupted frames, duration: 1080.84s
931_F_s3_rp_12.4kHz.mpg: 0 corrupted frames, duration: 2299.28s
931_F_s4_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
931_F_s5_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.76s
931_F_s6_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.76s
931_F_s7_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
931_F_s8_rp_12.4kHz.mpg: 0 corrupted frames, duration: 900.72s
931_F_s9_rp_12.4kHz.mpg: 0 corrupted frames, duration: 2280.76s
934_F_s10_rp_7.4kHz.mpg: 0 corrupted frames, duration: 900.72s
934_F_s1_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1080.64s
934_F_s2_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1080.88s
934_F_s3_rp_7.4kHz.mpg: 2 corrupted frames, duration: 2295.72s
934_F_s4_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1625.00s
934_F_s5_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1620.84s
934_F_s6_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1624.26s
934_F_s7_rp_7.4kHz.mpg: 0 corrupted frames, duration: 1620.84s
934_F_s8_rp_7.4kHz.mpg: 0 corrupted frames, duration: 900.72s
934_F_s9_rp_7.4kHz.mpg: 1 corrupted frames, duration: 2280.80s
955_F_s10_rp_12.4kHz.mpg: 0 corrupted frames, duration: 900.76s
955_F_s1_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1080.64s
955_F_s2_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1080.84s
955_F_s3_rp_12.4kHz.mpg: 1 corrupted frames, duration: 2295.80s
955_F_s4_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
955_F_s5_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
955_F_s6_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.76s
955_F_s7_rp_12.4kHz.mpg: 0 corrupted frames, duration: 1620.80s
955_F_s8_rp_12.4kHz.mpg: 0 corrupted frames, duration: 900.68s
955_F_s9_rp_12.4kHz.mpg: 0 corrupted frames, duration: 2280.76s

